app,urls_count,B_count,NB_count,ads,malware,spyware,phishing,spam,tracking,scams,suspicious
ExtendedWifiInfoWidget.Widget,7,1,6,0,0,0,0,0,0,0,1
Itgmbh.Elvis.AndroidViewer,93,6,87,0,0,0,0,0,0,0,6
RadioThermostat.com,91,17,74,12,0,0,0,0,1,0,4
a.RingsAnimationForHT,6,2,4,0,0,0,0,0,0,0,2
a.TorusKmapAR,20,4,16,0,0,0,0,0,0,0,4
a.screenmirroring,93,5,88,0,0,1,0,0,0,0,4
a.trendy.eld,63,10,53,5,0,0,0,0,0,0,5
a4_storm.com.a360lock,69,13,56,2,0,0,0,0,0,0,11
a8.com.cbm,50,6,44,2,0,0,0,0,0,0,4
aaa.example.archerpatrol,30,4,26,0,0,0,0,0,0,0,4
aaa_lux_lighting.com.aaapp,2,2,0,0,0,0,0,0,0,0,2
aab.advertisinapp,184,23,161,17,0,0,0,0,1,0,5
aacnet.eu.Broadnet,21,1,20,0,0,0,0,0,0,0,1
aarsoftronix.com.iThermoBT,2,2,0,0,0,0,0,0,0,0,2
aarsoftronix.com.ifluidthingspeak,4,2,2,0,0,0,0,0,0,0,2
aarsoftronix.com.ifluidwi_fi,3,2,1,0,0,0,0,0,0,0,2
aarsoftronix.com.igadget,9,2,7,0,0,0,0,0,0,0,2
aat.myloc8tr.v1,110,5,105,0,0,0,0,0,0,0,5
aat.pl.nms,4,2,2,0,0,0,0,0,0,0,2
abdelrahman.wifimaestro,65,17,48,13,0,0,0,0,1,0,3
abdo.free.remote.lg.tv,131,33,98,20,0,0,0,0,1,0,12
abdo.free.remote.samsung.tv,131,33,98,20,0,0,0,0,1,0,12
aber.app,109,18,91,6,0,0,0,0,0,0,12
abirodroid.mi,73,18,55,14,0,0,0,0,1,0,3
abis.smart.electronics,235,7,228,0,0,0,0,0,3,0,4
abl.itag,9,3,6,0,0,0,0,0,0,0,3
abnstudio.pcaccess.wifipclive,210,4,206,1,0,0,0,0,0,0,3
aboutdevice.com.munir.symphony.mysymphony,70,26,44,14,0,0,0,0,1,0,11
ac.android.biopico.CellsDX,3,3,0,0,0,0,0,0,0,0,3
ac.remote.acremote.universalacremote.acremotecontrol.smartacremote,124,58,66,53,0,0,0,0,1,0,4
ac.setupbox.dvd.camera.projector.remote.control.universal.forall.tv,656,18,638,13,0,0,1,0,1,0,3
acInstall.hiruteknova.es,48,1,47,0,0,0,0,0,0,0,1
accedo.airtel.wynk.freeairteltvsportsappguide.livetv.freetv.airteltv01,36,14,22,10,0,0,0,0,1,0,3
accedo.airtel.wynk.freeairteltvsportsappguide.livetv.freetv.airteltv06,37,14,23,10,0,0,0,0,1,0,3
accellos.skytrack,13,2,11,0,0,0,0,0,0,0,2
accentmedia.v001,299,8,291,0,0,0,0,0,2,0,6
access.com.app,208,6,202,0,0,0,0,0,1,0,5
access.live.camera.cctv.camera.publicy.online,83,23,60,17,0,0,0,0,1,0,5
acom.ams.safe2start,40,7,33,4,0,0,0,0,0,0,3
acremotecontroller.airconditionerremote.allacremote,8,5,3,1,0,0,0,0,0,0,4
active.step.up.app,131,18,113,6,0,0,0,0,0,0,12
activities.com.elr_wifi,50,5,45,0,0,0,0,0,0,0,5
actllc.net,91,11,80,8,0,0,0,0,1,0,2
acuraua.im,107,11,96,8,0,0,0,0,0,0,3
adameapps.antykanarwroclaw,66,17,49,13,0,0,0,0,1,0,3
addons.mcpe.osbesshaders,49,19,30,15,0,0,0,0,1,0,3
addtech.com.relyeon,178,20,158,13,0,0,0,0,1,0,6
adf.hpj.yrwq,2,2,0,0,0,0,0,0,0,0,2
adi.ssp.ist.adi_attach,19,1,18,0,0,0,0,0,0,0,1
adimov.aplications.com.noiselevel,47,20,27,15,0,0,0,0,1,0,4
aditshetty.com.aireparaguay,35,3,32,0,0,0,0,0,0,0,3
adriandp.ninedash,326,20,306,15,0,0,0,0,1,0,4
ads.kyfobcarkey.remotegeme,85,15,70,11,0,0,0,0,1,0,3
adsec.smart.app,301,7,294,0,0,0,0,0,3,0,4
advanced_technology_vgdg.arduinosmarthome_light,8,2,6,0,0,0,0,0,0,0,2
advices.samsung.pay.v2,70,16,54,11,0,0,0,0,1,0,4
ae.dsc.cycling,459,25,434,9,0,0,0,0,0,0,16
ae.evermedia.asksforalexa,67,15,52,11,0,0,0,0,1,0,3
ae.evermedia.commandsforechodot,67,15,52,11,0,0,0,0,1,0,3
ae.evermedia.miband5userguide,148,16,132,11,0,0,0,0,1,0,4
ae.evermedia.tipsandtricksforechodot,66,15,51,11,0,0,0,0,1,0,3
ae.evermedia.ugforgalaxywatch4,55,19,36,15,0,0,0,0,1,0,3
ae.evermedia.userguideforfitbitcharge3,61,19,42,15,0,0,0,0,1,0,3
ae.evermedia.userguideforfitbitversa,64,15,49,11,0,0,0,0,1,0,3
ae.gov.dcd.dlsp,98,9,89,5,0,0,0,0,0,0,4
ae.gov.dha.tifli,400,4,396,0,1,0,0,0,0,0,3
ae.movaz.android,64,19,45,13,0,0,0,0,1,0,5
ae.tahaluf.healthWatchApp,39,8,31,0,0,0,0,0,0,0,8
ae.thersx2.tips_guide,79,24,55,19,0,0,0,0,1,0,4
ae.tracecovid.app,30,10,20,5,0,0,0,0,0,0,5
aenc.yousong.vtrakh,52,8,44,3,0,0,0,0,0,0,5
aero.streamlines.streamlinesdfu,13,4,9,0,0,0,0,0,0,0,4
aetherSX2.ps2emulator.app,121,60,61,55,0,0,0,0,0,0,5
aexp.elmsmartobd,65,16,49,13,0,0,0,0,1,0,2
afelio.be.durlem,60,7,53,3,0,0,0,0,0,0,4
afelio.be.durlem.v2,50,7,43,3,0,0,0,0,0,0,4
afl.webcaster,72,7,65,3,0,0,0,0,0,0,4
africa.epump.station,70,13,57,8,0,0,0,0,0,0,5
africa.galcotz.galcotracking,83,15,68,11,0,0,0,0,0,0,4
africa.greenlion.wysr,108,4,104,0,0,0,0,0,0,0,4
afrizona.maxalerts.rotas,1347,5,1342,0,0,0,0,0,0,0,5
ag.aircom.aicolorpicker,8,3,5,0,0,0,0,0,0,0,3
ag.demetria.collect,830,8,822,3,0,0,0,0,0,0,5
ag.endor.fanatecapp,80,4,76,0,0,0,0,0,0,0,4
ag.strider.protector.uk,172,20,152,8,0,0,0,0,0,0,12
ag.wtec.smartengine,186,4,182,0,0,0,0,0,0,0,4
agency.summer.altlight,93,14,79,5,0,0,0,0,0,0,9
agency.summer.first11,332,13,319,3,0,0,0,0,0,0,10
agency.summer.inode,85,5,80,0,0,0,0,0,0,0,5
agrahyah.alexaonphone,129,12,117,5,0,0,0,0,2,0,5
agrila.app,248,45,203,21,0,0,0,0,1,0,23
agrohub.ro_sys.hu,2,1,1,0,0,0,0,0,0,0,1
ags.termotel.promobile,23,5,18,2,0,0,0,0,0,0,3
ahkpro.dk.nasmanager,7,3,4,0,0,0,0,0,0,0,3
ahmednabil.wmwatch.digitalism,1,1,0,0,0,0,0,0,0,0,1
ai.abody.business,82,6,76,3,0,0,0,0,0,0,3
ai.aerial.idet.telefonica,49,10,39,5,0,0,0,0,0,0,5
ai.aerial.pom,24,7,17,4,0,0,0,0,0,0,3
ai.aerial.wifimotion,101,12,89,3,0,0,0,0,0,0,9
ai.argo.rider,810,15,795,7,0,0,1,0,1,0,6
ai.argrace.oem,26,7,19,4,0,0,0,0,0,0,3
ai.argrace.remotecontrol,639,11,628,4,0,0,0,0,0,0,7
ai.autowise.wiaction,477,5,472,1,0,0,0,0,0,0,4
ai.axino.axinoClient,79,7,72,4,0,0,0,0,0,0,3
ai.bai.en,437,6,431,0,0,0,0,0,2,0,4
ai.bell.cocosmabot,519,4,515,0,0,0,0,0,0,0,4
ai.bell.mabotIDE_pad,756,24,732,0,0,0,0,0,0,0,24
ai.bondy.app,90,31,59,19,0,0,0,0,1,0,11
ai.camhub.appmobile,49,1,48,0,0,0,0,0,0,0,1
ai.carespace.app,93,5,88,3,0,0,0,0,0,0,2
ai.caspar.home.app,24,8,16,5,0,0,0,0,0,0,3
ai.chat.bot.gpt.mobile.android,66,21,45,15,0,0,0,0,1,0,5
ai.checker.app,73,15,58,5,0,0,0,0,0,0,10
ai.cyberloop.edr,105,5,100,1,0,0,0,0,0,0,4
ai.cyberloop.tittothomas.myrig,751,30,721,16,0,0,0,0,1,0,13
ai.fleetspark,191,11,180,8,0,0,0,0,0,0,3
ai.gbtaichat.talktoai.chatgbt.chatgod,54,19,35,14,0,0,0,0,1,0,4
ai.healables.electrogear.pro,53,8,45,4,0,0,0,0,0,0,4
ai.healables.medical.pro,47,4,43,1,0,0,0,0,0,0,3
ai.hiq.anybackup,1109,18,1091,0,0,0,1,0,1,0,16
ai.hiq.smartcontroller,118,10,108,0,0,0,0,0,0,0,10
ai.homebase.homebase,89,6,83,2,0,0,0,0,0,0,4
ai.icon.zmirror,40,2,38,0,0,0,0,0,0,0,2
ai.instaleaf.app,598,5,593,0,0,0,0,0,0,0,5
ai.iting.itws,612,46,566,24,0,0,0,0,0,2,20
ai.kun.socialdistancealarm,69,13,56,8,0,0,0,0,0,0,5
ai.lambot.android.vacuum,19,4,15,1,0,0,0,0,0,0,3
ai.lambot.android.vacuum.banggood.google,70,16,54,10,0,0,0,0,0,2,4
ai.limbic.garminapp.staging,74,11,63,0,0,0,0,0,0,0,11
ai.ling.luka.app,158,16,142,9,0,0,0,0,0,2,5
ai.luci.thermalSupervisor,58,4,54,3,0,0,0,0,0,0,1
ai.memory.dewo,140,13,127,9,0,0,0,0,0,0,4
ai.metaverse.voiceassistant,222,99,123,85,0,0,0,0,1,0,13
ai.metaverselabs.firetvremoteandroid,509,160,349,141,0,0,0,0,3,0,16
ai.metaverselabs.smartcar,1049,174,875,152,0,0,1,0,3,0,18
ai.mxlabs.shenHealth,76,11,65,6,0,0,0,0,0,0,5
ai.nreal.nebula.space,222,6,216,4,0,0,0,0,0,0,2
ai.picovoice.porcupine.camerademo,6,3,3,0,0,0,0,0,0,0,3
ai.plusminus.plusminusrhythm,151,16,135,2,0,0,0,0,0,0,14
ai.rever.ventilator,67,11,56,8,0,0,0,0,0,0,3
ai.rkt.calvry,55,24,31,15,0,0,0,0,1,0,8
ai.safeo.safeo,231,8,223,4,0,0,0,0,0,0,4
ai.scylla.mobilereporter,99,2,97,0,0,0,0,0,0,0,2
ai.scylla.vms.mobile,51,7,44,3,0,0,0,0,0,0,4
ai.smarthive.phoenix,619,4,615,0,0,0,0,0,0,0,4
ai.strive.android,43,11,32,3,0,0,0,0,0,0,8
ai.supervue.app,50,10,40,4,0,0,0,0,0,0,6
ai.susi,264,4,260,0,0,0,0,0,0,0,4
ai.tangerine.jido.deliver,76,13,63,8,0,0,0,0,0,0,5
ai.tangerine.jido.lite,67,12,55,7,0,0,0,0,0,0,5
ai.tangerine.jido.sense,68,12,56,7,0,0,0,0,0,0,5
ai.tangerine.jido_key,23,10,13,6,0,0,0,0,0,0,4
ai.whisper.android,23,3,20,0,0,0,0,0,0,0,3
aicare.net.cn.Risun,94,14,80,5,0,0,0,0,0,0,9
aicare.net.cn.iMultimeter,30,2,28,0,0,0,0,0,0,0,2
aicare.net.cn.multimeter.custom,30,2,28,0,0,0,0,0,0,0,2
aicare.net.cn.tenergybody,174,24,150,15,0,0,0,0,0,0,9
aifa.remotecontrol.tw.wifi.hp,34,7,27,5,0,0,0,0,0,0,2
aiken.pi.law,153,19,134,10,0,0,0,0,1,0,8
ain.panther,237,7,230,0,0,0,0,0,1,0,6
ainkstudio.unitconvertor,44,14,30,10,0,0,0,0,1,0,3
ainmatson.shortcuts.hakim,3,1,2,0,0,0,0,0,0,0,1
air.CubeFrameTrial,17,1,16,0,0,0,0,0,0,0,1
air.GCLabs,109,2,107,0,0,0,0,0,0,0,2
air.HCSa,14,1,13,0,0,0,0,0,0,0,1
air.HCSaSD,130,2,128,0,0,0,0,0,0,0,2
air.HengHengApp.GB,148,1,147,0,0,0,0,0,0,0,1
air.IGoTRemoteController,25,1,24,0,0,0,0,0,0,0,1
air.Luis.BabyPhone.Empfaenger,64,4,60,1,0,0,0,0,0,0,3
air.OFEQ,17,1,16,0,0,0,0,0,0,0,1
air.be.teletask.iSGUI,112,2,110,0,0,0,0,0,0,0,2
air.com.Party.Laser.Lights,80,16,64,13,0,0,0,0,1,0,2
air.com.animangaplus.TeddyRuxpin64,157,4,153,0,0,0,0,0,0,0,4
air.com.animatedsoftware.RevitaVetGuide,80,15,65,11,0,0,0,0,1,0,3
air.com.arxterra.arxrobot,170,4,166,0,0,0,0,0,0,0,4
air.com.blackstar.mobile,124,2,122,0,0,0,0,0,0,0,2
air.com.bryant.myevolution,270,3,267,1,0,0,0,0,0,0,2
air.com.carrier.myinfinity,259,2,257,1,0,0,0,0,0,0,1
air.com.cbcamerica.znsnvrmobile,149,1,148,0,0,0,0,0,0,0,1
air.com.clearone.vvm,13,1,12,0,0,0,0,0,0,0,1
air.com.clinecal.rafiToneInt,17,1,16,0,0,0,0,0,0,0,1
air.com.comrex.liveshot,21,1,20,0,0,0,0,0,0,0,1
air.com.deltadore.energyVision,157,1,156,0,0,0,0,0,0,0,1
air.com.elegoo.elegooB,24,3,21,0,0,0,0,0,0,0,3
air.com.firstalert.skyport,135,2,133,0,0,0,0,0,0,0,2
air.com.grohe.smart,27,5,22,4,0,0,0,0,0,0,1
air.com.honeywell.gpc,152,1,151,0,0,0,0,0,0,0,1
air.com.incidentdesk.tsd,75,10,65,6,0,0,0,0,0,0,4
air.com.incidentdesk.tsd2,89,11,78,7,0,0,0,0,0,0,4
air.com.iqontrol.dru,8,1,7,0,0,0,0,0,0,0,1
air.com.kalromsystems.bestabsfitness,73,17,56,13,0,0,0,0,1,0,3
air.com.klug.whatspet,77,9,68,5,0,0,0,0,0,0,4
air.com.kohler.oncueplus,145,2,143,0,0,0,0,0,0,0,2
air.com.kuongshun.kuongshun,162,3,159,0,0,0,0,0,0,0,3
air.com.lns.contents.rocomi,161,4,157,0,0,0,0,0,0,0,4
air.com.lns.contents.rokidsplus,148,1,147,0,0,0,0,0,0,0,1
air.com.magtrol.magtrol,18,2,16,0,0,0,0,0,0,0,2
air.com.otyoo.controllerbasic,144,2,142,0,0,0,0,0,0,0,2
air.com.qgolive.receiver,23,1,22,0,0,0,0,0,0,0,1
air.com.scratchxbot.android.app,21,1,20,0,0,0,0,0,0,0,1
air.com.techwin.smartcloud,25,2,23,0,0,0,0,0,0,0,2
air.com.tintometer.AquaLXP,156,3,153,0,0,0,0,0,0,0,3
air.com.trailmapps.AND.skypilot,32,2,30,0,0,0,0,0,0,0,2
air.com.traxontechnologies.actionpad2,174,5,169,0,0,0,0,0,0,0,5
air.conditioner.calc,106,14,92,11,0,0,0,0,1,0,2
air.conditioner.repair.guide,99,19,80,16,0,0,0,0,1,0,2
air.de.hoermann.A201131,188,4,184,1,0,0,0,0,0,0,3
air.hu.lotusfusion.carvimengine,138,5,133,3,0,0,0,0,0,0,2
air.io.eliq.bristol.android,292,15,277,10,0,0,0,0,0,0,5
air.io.eliq.robinhood.android,60,4,56,1,0,0,0,0,0,0,3
air.jp.ymw.mgbroadcaster,152,2,150,0,0,0,0,0,0,0,2
air.kdk.indonesia,10,4,6,0,0,0,0,0,0,0,4
air.myPeakFlow,17,11,6,8,0,0,0,0,0,0,3
air.mycamera,180,4,176,1,0,0,0,0,0,0,3
air.rafitone.lite,139,1,138,0,0,0,0,0,0,0,1
air.sc100demo.animation,17,1,16,0,0,0,0,0,0,0,1
air.sikorski.cvsfv,155,2,153,0,0,0,0,0,0,0,2
air.trendnet.mobile.TRENDnetIPView,10,1,9,0,0,0,0,0,0,0,1
air.zen.starters,269,15,254,0,0,0,0,0,0,0,15
airbuds.galaxybudspro.airpods.app1433486,160,75,85,64,0,0,0,0,1,0,10
aircast.castbrowser.castingapps.tvcast,906,23,883,15,0,0,1,0,1,0,6
aircast.screenmirror.castscreen.smarttvcasta,906,23,883,15,0,0,1,0,1,0,6
airconditioner.acremote.control,117,65,52,59,0,0,0,0,1,0,5
airlink.userapp,44,4,40,0,0,0,0,0,0,0,4
airpods.control.rapidosoft,76,24,52,11,0,0,0,0,1,0,12
airteltv.airteltvlive.freeairteltvsportsapp.freetv.freeairteltv.airtel02,45,15,30,10,0,0,0,0,1,0,4
airwallet.mitvaskeri,44,6,38,2,0,0,0,0,0,0,4
aivirtual.octavio,82,31,51,25,0,0,0,0,1,0,5
aivirtualcommabds.batoulcommands,236,137,99,125,0,0,0,0,3,0,9
akhil.prakrika.beta,41,4,37,0,0,0,0,0,0,0,4
akkiseven.compass,38,1,37,0,0,0,0,0,0,0,1
alaa.tv7,297,173,124,151,0,0,0,0,3,0,19
alaine.pedometer.fitnessstepcounter,96,32,64,20,0,0,0,0,1,0,11
alb.gunrack,47,1,46,0,0,0,0,0,0,0,1
ale.shaketounlock,25,16,9,13,0,0,0,0,1,0,2
alekstudio.DroneWithYourHands,46,16,30,12,0,0,0,0,1,0,3
alekstudio.HelikopterListrik,47,16,31,12,0,0,0,0,1,0,3
ales.veluscek.dez,129,21,108,17,0,0,0,0,1,0,3
alexa.app.echo.setup.kcr,232,3,229,0,0,0,0,0,0,0,3
alexa.echo.app.all.one,35,3,32,0,0,0,0,0,0,0,3
alexa.echo.echodot.echoshow.alexaapp,64,24,40,19,0,0,0,0,1,0,4
alexa.setupalexa.alexa.alexaaap.setupalexatowifi.echodotapp,239,3,236,0,0,0,0,0,0,0,3
alexa.voiceassistant.aialexavoice,377,189,188,170,0,0,0,0,4,0,15
alexaaap.echoapp.echodotsetup.alexisapp.setupsmartalexa,239,3,236,0,0,0,0,0,0,0,3
alexaapp.echoapp.setupalexa.amazonalexa.echodotsetup.setupalexatowifi,243,3,240,0,0,0,0,0,0,0,3
alexhoward.usbinterfacing,99,22,77,15,0,0,0,0,1,0,6
alfarom.apps.ledcontroller,46,1,45,0,0,0,0,0,0,0,1
ali.moali.fitting,66,15,51,11,0,0,0,0,1,0,3
ali.moali.sooptic,59,15,44,11,0,0,0,0,1,0,3
alidolin.faceapp.guide,209,36,173,19,0,0,0,0,1,0,16
alinespeed.real.speedtest,103,32,71,20,0,0,0,0,1,0,11
alish.metaldetector,151,73,78,62,0,0,0,0,1,0,10
all.cool.remote.app,74,15,59,11,0,0,0,0,1,0,3
all.fitness.home.workout.fitness.lose.weight,235,13,222,2,0,0,0,0,0,0,11
all.in.one.toolbox.network.system,71,18,53,11,0,0,0,0,4,0,3
all.information.mixco,153,31,122,23,0,0,0,0,1,0,7
all.mirror.screen.stream,322,165,157,152,0,0,0,0,3,0,10
all.projector.ek.remotes,366,28,338,16,0,0,0,0,1,0,11
all.router.admin.setup.all.routers,82,19,63,11,0,0,0,0,1,0,7
all.sensors.list,3,3,0,0,0,0,0,0,0,0,3
allremotecontrol.remotecontroller.universalremote.tvremote.universaltvremote.control,8,3,5,0,0,0,0,0,0,0,3
allstar.autolight.headlight.app,56,7,49,3,0,0,0,0,0,0,4
allterco.bg.shelly,116,7,109,4,0,0,0,0,0,0,3
alltv.castings.mirroring,38,6,32,2,0,0,0,0,0,0,4
allwifirouter.allwifiroutersettings,84,25,59,20,0,0,0,0,1,0,4
alonbd.simpler,6,3,3,0,0,0,0,0,0,0,3
alpha.beta.turnmeon,57,15,42,11,0,0,0,0,1,0,3
alphaaoftaechApps.body_temperature.thermometer_for_fever.temperature_tracker.tempreture.fever_diary,49,19,30,15,0,0,0,0,1,0,3
alphaeye.com,181,26,155,10,0,0,0,0,0,3,13
alwaysonamoled.alwaysondisplay.alwayson,8,3,5,0,0,0,0,0,0,0,3
alwaysondisplay.amoled.edgelight.free,72,24,48,11,0,0,0,0,1,0,12
am.android.boix,19,4,15,0,0,0,0,0,0,0,4
am.arpinet.arpicam.arpicam,48,10,38,3,0,0,0,0,0,0,7
am.doit.dohome.pro,117,13,104,3,0,0,0,0,0,2,8
am.doit.dohome.strip,22,5,17,1,0,0,0,0,0,0,4
am.gsoft.tintmeter,32,9,23,6,0,0,0,0,1,0,2
amatiras.bands.frassok.belif,56,12,44,4,0,0,0,0,1,0,7
amazon.alexa.alexaaap.setupalexatowifi.echodotapp.setupecho.echoapp,242,3,239,0,0,0,0,0,0,0,3
amazon.alexa.echoapp.alexaaap.setupecho.setupalexa.echodotapp.setupalexatowifi,242,3,239,0,0,0,0,0,0,0,3
amazon.alexa.echodotapp.alexaaap.setupalexatowifi.echodotapp.echoapp.setupecho,264,7,257,3,0,0,0,0,0,0,4
amazon.alexa.echodotapp.setupalexa.alexaap.setupecho.echoapp,242,3,239,0,0,0,0,0,0,0,3
amazon.alexaapp.echoapp.echodotsetup.setupecho.setupalexa.echodotapp,236,3,233,0,0,0,0,0,0,0,3
amazon.alexaapp.setupecho.echoapp.setupalexatowifi.echodotapp,242,3,239,0,0,0,0,0,0,0,3
amazon.fire.tv.stick.remote,25,12,13,8,0,0,0,0,1,0,3
ambrosia.app.champions2,162,8,154,3,0,0,0,0,0,0,5
ametaldetector.alcast.com,208,105,103,99,0,0,0,0,1,0,5
amo.castie.app,147,28,119,21,0,0,0,0,2,0,5
amo.castie.dlna.upnp,147,20,127,15,0,0,0,0,2,0,3
amo.castie.roku,138,19,119,14,0,0,0,0,2,0,3
amo.castie.xbox.playstation,147,28,119,21,0,0,0,0,2,0,5
amoled.alwaysondisplay.alwayson,12,5,7,1,0,0,0,0,0,0,4
amonitorfrecuencia.alcast.com,208,105,103,99,0,0,0,0,1,0,5
an.smart.fovaa,514,9,505,2,0,0,0,0,1,0,6
an6.an6ledv35,88,15,73,10,0,0,0,0,1,0,4
analog.cam.app,124,5,119,0,0,0,0,0,0,0,5
anasse.miracast.mirroringscreen,39,13,26,6,0,0,0,0,1,0,6
and.app.jacuzzilive,273,4,269,0,0,0,0,0,0,0,4
and.app.sundanceV2,268,4,264,0,0,0,0,0,0,0,4
and.apps.allied.rockit,99,7,92,3,0,0,0,0,0,0,4
and.cm02,30,15,15,11,0,0,0,0,1,0,3
and_astute.apps.smartarmor_enterprise,96,5,91,1,0,0,0,0,0,0,4
andabe.app,112,27,85,14,0,0,0,0,0,0,13
andaman.com.andaman,3,2,1,0,0,0,0,0,0,0,2
andesigns.wmwatch.Captain,1,1,0,0,0,0,0,0,0,0,1
andesigns.wmwatch.Speed,1,1,0,0,0,0,0,0,0,0,1
andesigns.wmwatch.Stroke,1,1,0,0,0,0,0,0,0,0,1
andios.kussensor,11,8,3,5,0,0,0,0,0,0,3
android2017.box.com.mashin_tester,2,2,0,0,0,0,0,0,0,0,2
androidesko.android.electronicthermometer,30,22,8,17,0,0,0,0,0,0,5
androidexpert35.com.audioDACBooster,67,16,51,13,0,0,0,0,1,0,2
androidlab.carlog,8,3,5,0,0,0,0,0,0,0,3
androidremote.tvremote.remote.tv,48,20,28,16,0,0,0,0,1,0,3
androidtv.smart.tv.remote.control,72,8,64,4,0,0,0,0,0,0,4
androit.smartwatch,190,84,106,72,0,0,0,0,1,0,11
andromaniadeveloper.screenmirroring,72,16,56,11,0,0,0,0,1,0,4
andromaniadevelopers.wifiroutersettings,64,16,48,11,0,0,0,0,1,0,4
androx.video.screen.cast.screenshare,72,17,55,12,0,0,0,0,1,0,4
angelg.smartcontrolbt,56,12,44,8,0,0,0,0,1,0,3
angrylychee.com.felik,177,10,167,3,0,0,0,0,0,0,7
anil.com.andoirdbluetoothprint,69,22,47,18,0,0,0,0,1,0,3
animatedflower.flowerwatchface.animatedflowerwatchface,52,17,35,12,0,0,0,0,1,0,4
anime.com.webapp,59,20,39,16,0,0,0,0,1,0,3
anitech.screenmirroring,25,14,11,10,0,0,0,0,1,0,3
anivia.shaw.tallrecord,5,3,2,0,0,0,0,0,0,0,3
ankit.inventory.ankitarora.flashlight,37,10,27,7,0,0,0,0,1,0,2
anna.screenmirroring,23,13,10,10,0,0,0,0,1,0,2
annasa.co.za,28,5,23,0,0,0,0,0,0,0,5
anniu.android.waterreminder,91,29,62,18,0,0,0,0,1,0,10
anti.bluelight.screen.filter.eyes.protector,56,14,42,10,0,0,0,0,1,0,3
antnetix.tracker,58,4,54,0,0,0,0,0,0,0,4
antoniomozelli.com.handsclean,53,2,51,0,0,0,0,0,0,0,2
antutu.cldgmspc.sptal,177,83,94,71,0,0,0,0,1,0,11
anycast.wireless.display.anyviewcast,90,20,70,16,0,0,0,0,1,0,3
anykode.rdc,18,14,4,11,0,0,0,0,0,0,3
anyview.video.player.anycast,100,20,80,16,0,0,0,0,1,0,3
anywifisw.activity,10,3,7,0,0,0,0,0,0,0,3
aora.smart.home,452,7,445,0,0,0,0,0,3,0,4
aosmithindia.comheat.bot,508,9,499,2,0,0,0,0,1,0,6
apex.com.connectcare,95,11,84,6,0,0,0,0,0,0,5
apexar.developer.com.koala,284,8,276,5,0,0,0,0,0,0,3
apexevo.chiayo,5,3,2,0,0,0,0,0,0,0,3
apitrain.client,87,12,75,8,0,0,0,0,0,0,4
apk.info.bluetooth.share.apk.extractor,72,17,55,13,0,0,0,0,1,0,3
apk.share.bluetooth.appcompany,105,23,82,16,0,0,0,0,1,0,6
apk.sharer.apkextractor.appshare,6,3,3,0,0,0,0,0,0,0,3
apk.sharer.backupandrestore.apk.extractor,6,3,3,0,0,0,0,0,0,0,3
apk.sharer.sharekaro.apk.extractor,6,3,3,0,0,0,0,0,0,0,3
apkshare.bluetooth.bluetoothscanner.bluetoothshare.filetransfer,69,23,46,18,0,0,0,0,1,0,4
apolinsky.pi.law,150,19,131,10,0,0,0,0,1,0,8
apollo.gadgets.atv_airplay,41,8,33,2,0,0,0,0,0,0,6
app.Eagl.nfc_rf,3,3,0,0,0,0,0,0,0,0,3
app.Eagl.toolkit.v1,3,3,0,0,0,0,0,0,0,0,3
app.Inteligente.casaInteligente,60,15,45,11,0,0,0,0,1,0,3
app.LeaseIOT,82,4,78,0,0,0,0,0,0,0,4
app.actiontiles.android,323,7,316,0,0,0,0,0,0,0,7
app.adapy.com,29,2,27,0,0,0,0,0,0,0,2
app.adivinartec.echefzrider,50,3,47,1,0,0,0,0,0,0,2
app.ahmed.aidaros.modem5,43,15,28,11,0,0,0,0,1,0,3
app.airmont.tv,364,14,350,0,0,0,0,0,0,0,14
app.allseated.VR,234,4,230,0,0,0,0,0,0,0,4
app.ambitpro,381,9,372,3,0,0,0,0,0,0,6
app.android.cleaner.booster,40,19,21,10,0,0,0,0,1,0,8
app.android.speed_detect,27,13,14,10,0,0,0,0,1,0,2
app.android.trackingintime,71,8,63,5,0,0,0,0,0,0,3
app.androidinfo,27,14,13,10,0,0,0,0,1,0,3
app.animalsnew,3,2,1,0,0,0,0,0,0,0,2
app.aplication.momentumcontrol,3,3,0,0,0,0,0,0,0,0,3
app.appnea,150,13,137,8,0,0,0,0,0,0,5
app.aquaponics.ai,120,23,97,14,0,0,0,0,0,0,9
app.attestation.auditor,4,3,1,0,0,0,0,0,0,0,3
app.autoworly,407,15,392,9,0,0,0,0,0,0,6
app.avviotech.iloto,92,9,83,4,0,0,0,0,0,0,5
app.bagtower,4,1,3,0,0,0,0,0,0,0,1
app.baybot.in,434,8,426,0,0,0,0,0,4,0,4
app.bestsimple.kindgpt,55,21,34,17,0,0,0,0,1,0,3
app.bestway,383,15,368,9,0,0,0,0,0,0,6
app.betterblood.bloodsugar.tracker.bloodpressure.bloodtracker.bloodmonitor.bpmonitor,28,8,20,4,0,0,0,0,0,0,4
app.betterpulse.pulse.monitor.heartrate.heartratemonitor.heartrateapp.heartratetracker,28,8,20,4,0,0,0,0,0,0,4
app.bhupesh.armorking.colorchangingcamera,44,6,38,2,0,0,0,0,0,0,4
app.bike.blync,98,3,95,1,0,0,0,0,0,0,2
app.bilota.gps,359,9,350,3,0,0,0,0,0,0,6
app.birdwatching.telescope,67,17,50,14,0,0,0,0,1,0,2
