app,urls_count,B_count,NB_count,ads,malware,spyware,phishing,spam,tracking,scams,suspicious
com.biolan.bio7000app,12,1,11,0,0,0,0,0,0,0,1
com.bioloopmobile,174,29,145,16,0,0,0,0,0,0,13
com.biomatiques.biomatiquesrdssampleclient,64,3,61,0,0,0,0,0,0,0,3
com.biomauris,1384,10,1374,2,0,0,0,0,0,1,7
com.biomeme.three9go,201,11,190,0,0,0,0,0,0,0,11
com.biomeme.three9go.godx,114,4,110,0,0,0,0,0,0,0,4
com.biometricdoorlockguide.app84627229451,105,28,77,22,0,0,0,0,1,0,5
com.bionet.patientmonitor,6,2,4,0,0,0,0,0,0,0,2
com.biongevity.com,225,8,217,3,0,0,0,0,0,0,5
com.bionicfloodlightguide.app58786107,132,35,97,28,0,0,0,0,1,0,6
com.biontechnologies.bioncontrol,57,2,55,0,0,0,0,0,0,0,2
com.biopix.pebble.ivd,145,4,141,0,0,0,0,0,0,0,4
com.biopix.pebble.ruo,138,4,134,0,0,0,0,0,0,0,4
com.biorics.mindstretch,30,6,24,3,0,0,0,0,0,0,3
com.bios4d.container,44,5,39,1,0,0,0,0,0,0,4
com.biosen.healthmonitoring,54,10,44,7,0,0,0,0,0,0,3
com.biosency.boraconnecthome,123,4,119,0,0,0,0,0,0,0,4
com.bioservo.biocloud,83,2,81,0,0,0,0,0,0,0,2
com.bioservo.biocloud.carbonconnect,48,1,47,0,0,0,0,0,0,0,1
com.bioservo.biocloud.ironconnectpro,29,2,27,0,0,0,0,0,0,0,2
com.biosignalssolutions.iartea,55,3,52,0,0,0,0,0,0,0,3
com.bioslighting.biosapp,70,11,59,0,0,0,0,0,0,0,11
com.biostrap.bespoke,194,30,164,24,0,0,0,0,0,0,6
com.biotekna.performance,58,12,46,8,0,0,0,0,0,0,4
com.biovotion.augment.blind,23,7,16,3,0,0,0,0,0,0,4
com.biovotion.augment.rnd,23,7,16,3,0,0,0,0,0,0,4
com.biovu,622,5,617,0,0,0,0,0,0,0,5
com.bioworld.ONE61STUDIO.SMARTWATCH,64,14,50,10,0,0,0,0,0,0,4
com.bioworld.foundmi,101,16,85,7,0,0,0,0,1,0,8
com.bipfun.babymonitor,112,41,71,29,0,0,0,0,1,0,11
com.bipfun.nightlight,173,56,117,43,0,0,0,0,1,0,12
com.bipolarid.nredi2vr,17,4,13,3,0,0,0,0,0,0,1
com.bipr.arcade.running,276,15,261,9,0,0,0,0,0,0,6
com.bipr.treadmill.speedtransmitter,95,22,73,16,0,0,0,0,1,0,5
com.bips.securitycameramodminecraft,30,13,17,9,0,0,0,0,1,0,3
com.biq.buildingiq,83,10,73,3,0,0,0,0,0,0,7
com.biranalyzer.zymoscope,217,3,214,0,0,0,0,0,0,0,3
com.bircher.smartaccess.ProAccess,25,4,21,0,0,0,0,0,0,0,4
com.bird.scooter.amr,113,31,82,24,0,0,0,0,1,0,6
com.birdbox.lettuce,262,36,226,19,0,0,0,0,1,0,16
com.birdoo.app,65,5,60,0,0,0,0,0,0,0,5
com.birdsy.app,380,17,363,8,0,0,0,0,0,0,9
com.birgerhuysmans.trackit,8,3,5,0,0,0,0,0,0,0,3
com.birloqueapps.socialAwareness,79,3,76,0,0,0,0,0,0,0,3
com.birthdaycakewithnameandphoto,75,29,46,12,0,0,0,0,1,0,16
com.bison.app,65,7,58,5,0,0,0,0,0,0,2
com.bistarma.hdrvideo,54,15,39,11,0,0,0,0,1,0,3
com.bit.routersetupguide,3,3,0,0,0,0,0,0,0,0,3
com.bit.wearable,175,30,145,15,0,0,0,0,1,1,13
com.bit83.gpsharebasic,94,19,75,13,0,0,0,0,1,0,5
com.bitaqaty.aditum,32,4,28,0,0,0,0,0,0,0,4
com.bitasta.wifi_warden_classic_wps_connect_pin_2022,40,15,25,10,0,0,0,0,1,0,4
com.bitcoin.mobicar,33,13,20,9,0,0,0,0,0,0,4
com.bitcycle.ep3plus,55,5,50,0,0,0,0,0,0,0,5
com.bitguardian.parentalcontrol.kid,408,21,387,8,0,0,0,0,0,0,13
com.bithealth.wristbandZ3,20,3,17,0,0,0,0,0,0,0,3
com.bithealth.wristbandhrpro,20,2,18,0,0,0,0,0,0,0,2
com.bitless.android,648,13,635,3,0,0,0,0,0,0,10
com.bitmobix.cctvmod,17,4,13,0,0,0,0,0,0,0,4
com.bitsens.pulsemonitor,27,16,11,8,0,0,0,0,0,0,8
com.bitsolution.remotetvacdvd,111,30,81,18,0,0,0,0,1,0,11
com.bitstrata.LibraCart2,52,4,48,0,0,0,0,0,0,0,4
com.bitstrata.iFarmExpress2,82,4,78,0,0,0,0,0,0,0,4
com.bitsy.screenmirroring,74,15,59,11,0,0,0,0,1,0,3
com.bittercandy.eyecare,4,3,1,0,0,0,0,0,0,0,3
com.bittrackerz.gps,367,13,354,8,0,0,0,0,0,0,5
com.bittysoftware.bittyblue.BittyBlue,34,1,33,0,0,0,0,0,0,0,1
com.bitwave.uclear.klarity,9,1,8,0,0,0,0,0,0,0,1
com.bitwize10.tripmeterdemo,6,2,4,0,0,0,0,0,0,0,2
com.bitwolfdigital.tidewatch,39,4,35,0,0,0,0,0,0,0,4
com.bitz.find.gold.scan.detect,164,102,62,92,0,0,0,0,3,0,7
com.bitz.universal.ac.remote.control.remoteac,67,48,19,45,0,0,0,0,0,0,3
com.bitzerus.refrigerant.ruler,328,17,311,11,0,0,0,0,1,0,5
com.bivekbarman.megaservocontrol,170,17,153,11,0,0,0,0,1,0,5
com.bivekbarman.naonoservocontrol,177,17,160,11,0,0,0,0,1,0,5
com.bivekbarman.nodemcuservocontrol,181,17,164,11,0,0,0,0,1,0,5
com.bivekbarman.unoservocontrol,177,17,160,11,0,0,0,0,1,0,5
com.bixpy.devices,31,6,25,1,0,0,0,0,0,0,5
com.biz4Intellia.app,125,3,122,0,0,0,1,0,0,0,2
com.bizbrolly.streetlight,27,4,23,1,0,0,0,0,0,0,3
com.bizmate.kaayu,256,10,246,3,0,0,0,0,0,0,7
com.bizmate.tretail,326,14,312,6,0,0,0,0,0,0,8
com.bizmate.wular,271,9,262,3,0,0,0,0,0,0,6
com.bizspeed.scan2label,50,5,45,0,0,0,0,0,0,0,5
com.bj.snapsecurepro,710,13,697,3,1,0,1,0,0,0,8
com.bj.tax,219,5,214,1,0,0,0,0,0,0,4
com.bk.alexapp.alexavoice.echotap.echodot.echoplus,80,29,51,22,0,0,0,0,1,0,6
com.bk.whts_app_direct,33,14,19,11,0,0,0,0,1,0,2
com.bkaj.com,77,20,57,14,0,0,0,0,1,0,5
com.bkav.cmsm,61,3,58,0,0,0,0,0,0,0,3
com.bkav.mzaremote.main,83,5,78,0,0,0,0,0,0,0,5
com.bkav.wifideviceapp.main,274,7,267,4,0,0,0,0,0,0,3
com.bkmypressure.bloodmonitor,66,24,42,11,0,0,0,0,1,0,12
com.bkon.bkonconnect,29,5,24,3,0,0,0,0,0,0,2
com.bks.myFilesHealth,196,27,169,16,0,0,1,0,1,0,9
com.bkx.lab,19,5,14,2,0,0,0,0,0,0,3
com.bl.locker2019,62,15,47,10,0,0,0,0,0,0,5
com.bl.sglocks,93,8,85,1,0,0,0,0,0,0,7
com.blab.beautycam,77,15,62,12,0,0,0,0,1,0,2
com.blacharfire.blackchargerfire,4,3,1,0,0,0,0,0,0,0,3
com.black.monomol,113,69,44,62,0,0,0,0,1,0,6
com.black.ped.fit,51,23,28,12,0,0,0,0,1,0,10
com.black.smartsecurity,47,11,36,7,0,0,0,0,0,0,4
com.blackbees.smartbud,625,109,516,100,0,0,0,0,0,0,9
com.blackbirds.shakil.echohome,5,3,2,0,0,0,0,0,0,0,3
com.blackbox.a6feetapart,6,4,2,0,0,0,0,0,0,0,4
com.blackbox.application.levelreporterBT,7,5,2,3,0,0,0,0,0,0,2
com.blackbox.live,57,5,52,3,0,0,0,0,0,0,2
com.blackbull.vms,183,15,168,8,0,1,0,0,0,0,6
com.blackcarbon.malicules,113,69,44,62,0,0,0,0,1,0,6
com.blackcatfireworks.kiosk,7,2,5,0,0,0,0,0,0,0,2
com.blackcell.minitruck.carstransport.rccarstrucks,67,18,49,16,0,0,0,0,1,0,1
com.blackcurrantstudioz.LightMeter,49,23,26,14,0,0,0,0,1,0,8
com.blackcurrantstudioz.NotificationHistoryLog,23,12,11,2,0,0,0,0,0,0,10
com.blackcurrantstudioz.WiFiRouterSettings,14,5,9,2,0,0,0,0,0,0,3
com.blackdogcardogwash.BlackDogCarWash,220,14,206,9,0,0,0,0,0,0,5
com.blackfinder.eye.bluetooth,132,66,66,59,0,0,0,0,1,0,6
com.blackflame.zyme,65,8,57,4,0,0,0,0,0,0,4
com.blackforestmotion.pinemotion,74,7,67,3,0,0,0,0,0,0,4
com.blackfox.vivov11,41,15,26,3,0,0,0,0,0,0,12
com.blackgames.looneycrush,150,28,122,18,0,0,0,0,0,0,10
com.blackline.connectandroid,45,14,31,8,0,0,0,0,0,0,6
com.blacklinesafety.utilities.app,27,3,24,0,0,0,0,0,0,0,3
com.blackloud.netti,58,10,48,4,0,0,0,0,0,0,6
com.blackmer.blackmerplus,143,18,125,11,0,0,0,0,0,0,7
com.blackmoonit.switchboard,3,1,2,0,0,0,0,0,0,0,1
com.blackmore,367,5,362,0,0,0,0,0,0,0,5
com.blackorchidz.unaagi,645,21,624,5,0,0,0,0,0,0,16
com.blacksmith.lightctrl,7,2,5,0,0,0,0,0,0,0,2
com.blackspotapps.photoeditorpro,84,25,59,19,0,0,0,0,1,0,5
com.blackspruce.gloo,67,16,51,10,0,0,0,0,0,0,6
com.blacktower.rideon.free,19,3,16,0,0,0,0,0,0,0,3
com.blackview.app,5,4,1,1,0,0,0,0,0,0,3
com.blackview.blurams,21,5,16,1,0,0,0,0,0,0,4
com.blackview.dashmate,33,4,29,0,0,0,0,0,0,0,4
com.blackview.kapture,19,4,15,0,0,0,0,0,0,0,4
com.blackviewarwatmerp.guide,112,28,84,22,0,0,0,0,1,0,5
com.blackviewsmar.twatch,112,28,84,22,0,0,0,0,1,0,5
com.blackviewsmart24.watchguide24,113,31,82,24,0,0,0,0,1,0,6
com.blackviewsmartwatchguide.blackview.smart.watch.guide.app,89,27,62,22,0,0,0,0,1,0,4
com.blackviewsmartwatchguide.blackview.smart.watch.guide.app123,89,27,62,22,0,0,0,0,1,0,4
com.blackviewsmartwatchguide.blackview.smartwatch,115,31,84,24,0,0,0,0,1,0,6
com.blackvr.passiqVR,144,2,142,0,0,0,0,0,0,0,2
com.blackwell.casttotv.connecttvwithphone.screenmirror,66,16,50,11,0,0,0,0,1,0,4
com.blakbear,731,23,708,9,0,0,0,0,0,0,14
com.blakey.universal.remote.control.for.tv.sharp.emerson,17,11,6,7,0,0,0,0,1,0,3
com.blank.www,4,2,2,0,0,0,0,0,0,0,2
com.blareatsmerchant,73,6,67,0,0,0,0,0,0,0,6
com.blaredc.panihari,52,24,28,19,0,0,0,0,1,0,4
com.blasoftware.alfredsecuritycameraguide,171,88,83,80,0,0,0,0,1,0,7
com.blasoftware.huaweihonorband5guide,174,88,86,80,0,0,0,0,1,0,7
com.blasoftware.rokuindoorcameraappguide,171,88,83,80,0,0,0,0,1,0,7
com.blastlystudios.screencastfortv,903,24,879,16,0,0,1,0,1,0,6
com.blastlystudios.smartlgremote,54,15,39,6,0,0,0,0,0,0,9
com.blastmotion.sport.golf.taylormade,216,14,202,9,0,0,0,0,1,0,4
com.blaupunkt.android.cam4homeplus,47,8,39,1,0,0,0,0,0,0,7
com.blaupunkt.dashcam,5,2,3,0,0,0,0,0,0,0,2
com.blaupunkttvirremote,94,15,79,10,0,0,0,0,1,0,4
com.blautic.kos,22,12,10,8,0,0,0,0,0,0,4
com.blautic.pikku,133,4,129,0,0,0,0,0,0,0,4
com.blaze.admin.blazeandroid,480,12,468,5,0,0,0,0,2,0,5
com.blazerapps.universaltvremote,105,63,42,58,0,0,0,0,1,0,4
com.blazevideo,127,6,121,1,0,0,1,0,0,0,4
com.blazoncarpool,52,8,44,3,0,0,0,0,0,0,5
com.ble.android.bletester,3,1,2,0,0,0,0,0,0,0,1
com.ble.blebzl,622,27,595,16,0,0,0,0,0,1,10
com.ble.carex_conect,27,5,22,2,0,0,0,0,0,0,3
com.ble.foreriderPro,28,13,15,11,0,0,0,0,0,0,2
com.ble.hank,97,28,69,21,0,0,0,0,0,0,7
com.ble.lingde,141,37,104,29,0,0,0,0,1,0,7
com.ble.meisen.aplay,2,2,0,0,0,0,0,0,0,0,2
com.ble.meisen.inLux,10,3,7,0,0,0,0,0,0,0,3
com.ble.microbit.gateway,2,1,1,0,0,0,0,0,0,0,1
com.ble.microbit.numeric,2,2,0,0,0,0,0,0,0,0,2
com.ble.mobilektro,16,7,9,3,0,0,0,0,0,0,4
com.ble.nerlos,121,24,97,8,0,0,0,0,0,0,16
com.ble.olalitio,40,10,30,3,0,0,0,0,0,0,7
com.ble.ozo,33,7,26,2,0,0,0,0,0,0,5
com.ble.power,3,3,0,0,0,0,0,0,0,0,3
com.ble.protect,4,3,1,0,0,0,0,0,0,0,3
com.ble.qunchen.aquariumlamp,14,7,7,3,0,0,0,0,0,0,4
com.ble.remote.pad,32,2,30,0,0,0,0,0,0,0,2
com.ble.remote.simple,2,2,0,0,0,0,0,0,0,0,2
com.ble.samsara,4,2,2,0,0,0,0,0,0,0,2
com.ble.smart,34,5,29,2,0,0,0,0,0,0,3
com.ble.smart_band,447,4,443,3,0,0,0,0,0,0,1
com.ble.sunwind,34,5,29,2,0,0,0,0,0,0,3
com.ble.volt,23,7,16,0,0,0,0,0,0,0,7
com.ble999,763,10,753,0,0,0,0,0,0,0,10
com.bleapp.waytolight,8,3,5,0,0,0,0,0,0,0,3
com.blecamera.yuntai,4,2,2,0,0,0,0,0,0,0,2
com.bleconnect.main,61,12,49,8,0,0,0,0,0,0,4
com.bledimproject.bledim,2,2,0,0,0,0,0,0,0,0,2
com.bleiot.www,95,7,88,0,0,0,0,0,0,0,7
com.blelocking,62,4,58,0,0,0,0,0,0,0,4
com.blelogger,69,10,59,0,0,0,0,0,0,0,10
com.blelora.blelora_app,54,5,49,3,0,0,0,0,0,0,2
com.blemanagerdemo,24,6,18,0,0,0,0,0,0,0,6
com.blender.socialdrip,669,11,658,0,0,0,0,0,0,0,11
com.blendom.gv,178,12,166,1,0,0,0,0,0,0,11
com.blephotofill.embedsky,2,2,0,0,0,0,0,0,0,0,2
com.blescanner20.BLEscanner20,42,3,39,0,0,0,0,0,0,0,3
com.blfour.beautymirror,54,19,35,15,0,0,0,0,1,0,3
com.blichmann.brewvision,10,5,5,3,0,0,0,0,0,0,2
com.blinfo.odysseyapp,727,5,722,0,0,0,0,0,0,0,5
com.blink.blinkcamerapp.blinkcctv,39,18,21,13,0,0,0,0,1,0,4
com.blink.blinkdash,131,27,104,20,0,0,0,0,1,0,6
com.blink.blinkpillion,63,6,57,3,0,0,0,0,0,0,3
com.blink.camera.app.blinkcameraapp,49,18,31,12,0,0,0,0,1,0,5
com.blink.devicemanagement,61,4,57,0,0,0,0,0,0,0,4
com.blink.flashlight.controller.b.c.moto.flash.app,25,5,20,1,0,0,0,0,0,0,4
com.blink.outdoor.camera.app,117,34,83,27,0,0,0,0,1,0,6
com.blink.outdoor.camera.guild,102,26,76,20,0,0,0,0,1,0,5
com.blink.sg,89,27,62,22,0,0,0,0,1,0,4
com.blink.wificamera.blinkcctcamera.blinkconnetcor,48,19,29,13,0,0,0,0,1,0,5
com.blink00.xtcamera99,97,33,64,27,0,0,0,0,1,0,5
com.blink1988.netxx,108,28,80,22,0,0,0,0,1,0,5
com.blink22.hybridclient,111,13,98,8,0,0,0,0,0,0,5
com.blink_indoor_guide,103,34,69,28,0,0,0,0,1,0,5
com.blink_indoor_guide.bashar_almansy,120,34,86,27,0,0,0,0,1,0,6
com.blink_xt2_camera_guide.yazan_shweiki,108,31,77,24,0,0,0,0,1,0,6
com.blink_xt2_camera_guide.yazan_shweikiab,107,31,76,24,0,0,0,0,1,0,6
com.blinkcameraguide6789.app,88,27,61,22,0,0,0,0,1,0,4
com.blinkcamerareview.camerar,109,28,81,22,0,0,0,0,1,0,5
com.blinkcamerasetup.app217094,59,7,52,0,0,0,0,0,0,0,7
com.blinkdoorbellguide769.app,115,31,84,24,0,0,0,0,1,0,6
com.blinkerpro.app,5,3,2,0,0,0,0,0,0,0,3
com.blinkfloodlightcameraguide.app1191579357848,119,34,85,27,0,0,0,0,1,0,6
com.blinkilypackage.blinkily,74,19,55,13,0,0,0,0,1,0,5
com.blinkiminicamera202154gsdg.app,136,26,110,22,0,0,0,0,1,0,3
com.blinkindoor000000000sth.app,90,30,60,24,0,0,0,0,1,0,5
com.blinkindoorcameraguide.app227800136167,88,27,61,22,0,0,0,0,1,0,4
com.blinkindoorguide.smartmanual,92,30,62,24,0,0,0,0,1,0,5
com.blinkindoorminicameraguide.saraapps,94,30,64,24,0,0,0,0,1,0,5
com.blinkindoorminicameraguideahmad.app,88,27,61,22,0,0,0,0,1,0,4
com.blinkinipantilt.net544,95,33,62,27,0,0,0,0,1,0,5
com.blinkkin.nfc,9,3,6,0,0,0,0,0,0,0,3
com.blinkkividdoorbelguide.apps,122,35,87,28,0,0,0,0,1,0,6
com.blinkmini.curty,117,34,83,27,0,0,0,0,1,0,6
com.blinkmini246.net246,110,28,82,22,0,0,0,0,1,0,5
com.blinkminiameruidep.rtytjh,115,34,81,27,0,0,0,0,1,0,6
com.blinkminicameraguide.app,103,28,75,22,0,0,0,0,1,0,5
com.blinkminicameraguide.tc1.blink.mini.camera.guide,115,34,81,27,0,0,0,0,1,0,6
com.blinkminicamerareview.app84627716098,92,30,62,24,0,0,0,0,1,0,5
com.blinkminicmarardg.blin,116,31,85,24,0,0,0,0,1,0,6
com.blinkminiguide.app,117,34,83,27,0,0,0,0,1,0,6
com.blinkminiguide.app747759278,108,28,80,22,0,0,0,0,1,0,5
com.blinkminiindoorcameraguide,110,31,79,24,0,0,0,0,1,0,6
com.blinkminiindoorcameraguide.app831568413552,88,27,61,22,0,0,0,0,1,0,4
com.blinkminiindootcameraguide.appytr,90,30,60,24,0,0,0,0,1,0,5
com.blinkminipantilt.app1,121,34,87,27,0,0,0,0,1,0,6
com.blinkmobility,436,13,423,8,0,0,1,0,0,0,4
com.blinkoutdoorcamera.curty,120,34,86,27,0,0,0,0,1,0,6
com.blinkoutdoorcameraguide,90,30,60,24,0,0,0,0,1,0,5
com.blinkoutdoorcameraguide.com,105,28,77,22,0,0,0,0,1,0,5
com.blinkoutdoorcamerareview.app84627360076,92,30,62,24,0,0,0,0,1,0,5
com.blinkoutdoorguide.app84627840396,90,30,60,24,0,0,0,0,1,0,5
com.blinkrides.android,96,9,87,4,0,0,0,0,0,0,5
com.blinksecuritycameraguide6543.app,107,28,79,22,0,0,0,0,1,0,5
com.blinksecuritycamerasguide.app876003203185,90,30,60,24,0,0,0,0,1,0,5
com.blinksecurityguide.app886988867231,90,30,60,24,0,0,0,0,1,0,5
com.blinksolarpanelguide.app84627770084,112,31,81,24,0,0,0,0,1,0,6
com.blinkvideodoorbell.dkh,106,28,78,22,0,0,0,0,1,0,5
com.blinkvideodoorbell216345,97,33,64,27,0,0,0,0,1,0,5
com.blinkvideodoorbelleganjlagejb.app,109,31,78,24,0,0,0,0,1,0,6
com.blinkvideodoorbellguide.c6.blink.video.doorbell.guide,90,30,60,24,0,0,0,0,1,0,5
com.blinkvideodoorbellguide76348.app,88,27,61,22,0,0,0,0,1,0,4
com.blinkxt2cameraguide539.app,109,28,81,22,0,0,0,0,1,0,5
com.blinkxt2giude.app919789771100,115,34,81,27,0,0,0,0,1,0,6
com.blinq.pointlinq,48,5,43,0,1,0,0,0,0,0,4
com.blip.app,28,8,20,5,0,0,0,0,0,0,3
com.blipp.main,63,12,51,8,0,0,0,0,0,0,4
com.blisslights.smartbliss,262,6,256,0,0,0,0,0,2,0,4
com.blitzcrank.speedview.free,98,22,76,18,0,0,0,0,1,0,3
com.blitzmotors.bls,2411,12,2399,0,0,0,1,0,0,1,10
com.blitzmotors.blz,2315,16,2299,0,0,0,1,0,0,1,14
com.blockbox,14,6,8,3,0,0,0,0,0,0,3
com.blockchaindigital_energy,90,7,83,0,0,0,0,0,0,0,7
com.blocklawncare.mower,274,49,225,23,0,0,0,0,1,0,25
com.blockycheese.cameranmod,222,59,163,51,0,0,0,0,1,0,7
com.blog.duelbitssss,5,3,2,0,0,0,0,0,0,0,3
com.blogspot.amruth,10,2,8,0,0,0,0,0,0,0,2
com.blogspot.excitainment.bluino,80,15,65,10,0,0,0,0,1,0,4
com.blogspot.imapp.imgpshud,104,48,56,29,0,0,0,0,1,0,18
com.blogspot.netkaya.smartpedometer,296,156,140,139,0,0,0,0,1,0,16
com.blogspot.novalabsandroid.gpsreset,4,3,1,0,0,0,0,0,0,0,3
com.blogspot.rokutvremotecontrol.remoteforrokutv,45,14,31,10,0,0,0,0,1,0,3
com.blogspot.yrzin3.g100k,2,1,1,0,0,0,0,0,0,0,1
com.blogspot.yrzin3.g10k,2,1,1,0,0,0,0,0,0,0,1
com.blogspot_eacentury21.scoreboardfree,67,15,52,11,0,0,0,0,1,0,3
com.blomx.phoneremote,18,2,16,0,0,0,0,0,0,0,2
com.blood.bpmonitor.heartrate,70,22,48,17,0,0,0,0,1,0,4
com.blood.four.bloodpressurehealthy,78,26,52,14,0,0,0,0,1,0,11
com.blood.hotbloodpresssurerecord,78,26,52,14,0,0,0,0,1,0,11
com.blood.pressure.app.bloodpressureapp,26,8,18,4,0,0,0,0,0,0,4
com.blood.pressure.bp.monitor,457,131,326,117,0,0,0,0,3,0,11
com.blood.pressure.bptracker.nwe,47,16,31,11,0,0,0,0,1,0,4
com.blood.pressure.checker.bp.tracker,84,17,67,11,0,0,0,0,1,0,5
com.blood.pressure.info.app,35,13,22,8,0,0,0,0,1,0,4
com.blood.pressure.intelligence.trend,134,39,95,31,0,0,0,0,1,0,7
com.blood.pressure.monitor.android,47,24,23,13,0,0,0,0,1,0,10
com.blood.pressure.monitor.health.coach,504,92,412,85,0,0,0,0,1,0,6
com.blood.pressure.monitor.heart.beat.bpm.sf,35,15,20,11,0,0,0,0,1,0,3
com.blood.pressure.monitor.helth.tracker,63,23,40,16,0,0,0,0,1,0,6
com.blood.pressure.proapp,65,24,41,17,0,0,0,0,1,0,6
com.blood.pressure.rate.heart,78,29,49,23,0,0,0,0,1,0,5
com.blood.pressure.tracker,58,22,36,16,0,0,0,0,1,0,5
com.blood.pressure.tracker.healthappss,67,26,41,20,0,0,0,0,1,0,5
com.blood.pressure.tracker.heart.rate.kitadel.pixel,171,104,67,95,0,0,0,0,3,0,6
com.blood.pressuremonitorapp,85,24,61,17,0,0,0,0,1,0,6
com.blood.pressurepro.health,81,34,47,22,0,0,0,0,1,0,11
com.blood.six.monitor.didi,264,144,120,122,0,0,0,0,3,0,19
com.blood.treasure.pressure.go,312,165,147,151,0,0,0,0,3,0,11
com.blood.two.bloodpressurelog,312,203,109,186,0,0,0,0,1,0,16
com.bloodglucosetracker.smartbloodpressure,80,28,52,23,0,0,0,0,1,0,4
com.bloodpress.itrack,79,32,47,18,0,0,0,0,1,0,13
com.bloodpresssure.bpmonitor.pulserate.oximeter.bptracker,43,18,25,11,0,0,0,0,1,0,6
com.bloodpresssure.heartrate.pulseoximeter.bptracker,74,18,56,11,0,0,0,0,1,0,6
com.bloodpressur.tracker,107,47,60,37,0,0,0,0,1,0,9
com.bloodpressure.android,176,24,152,5,0,0,0,0,0,0,19
com.bloodpressure.apppro,218,132,86,114,0,0,0,0,3,0,15
com.bloodpressure.bloodpressureapp.bloodpressuredata,57,19,38,15,0,0,0,0,1,0,3
com.bloodpressure.bloodpressuretracker.bloodpressureapp.pcstudio.bloodpressuremonitor,53,19,34,15,0,0,0,0,1,0,3
com.bloodpressure.bloodrate.bloodtracker.bloodpressuretracker,55,19,36,15,0,0,0,0,1,0,3
com.bloodpressure.bp.checking.app.records,267,13,254,9,0,0,0,0,1,0,3
com.bloodpressure.bpmessure.bpmonitor.heartrate,166,100,66,88,0,0,0,0,1,0,11
com.bloodpressure.bpmonitor,175,81,94,67,0,0,0,0,1,0,13
com.bloodpressure.bpmonitor.checkerapp.bloodpressureapppro.lite,417,24,393,16,0,0,0,0,1,0,7
com.bloodpressure.bptrackerapp,41,18,23,13,0,0,0,0,1,0,4
com.bloodpressure.checker.app.finger.bpmonitor,72,25,47,17,0,0,0,0,1,0,7
com.bloodpressure.checker.app.tracker.bpmonitor,60,22,38,17,0,0,0,0,1,0,4
com.bloodpressure.dailyhealthtrackerinfo,22,10,12,7,0,0,0,0,0,0,3
com.bloodpressure.healthmonitor,107,40,67,34,0,0,0,0,1,0,5
com.bloodpressure.healthrate.bptracker,263,148,115,130,0,0,0,0,3,0,15
com.bloodpressure.healthrate.health,89,37,52,24,0,0,0,0,1,0,12
com.bloodpressure.healthrate.health.protracker,6,4,2,0,0,0,0,0,0,0,4
com.bloodpressure.healthrate.heartmonitor.mytracker,76,30,46,18,0,0,0,0,1,0,11
com.bloodpressure.healthyheart.tracker,177,91,86,83,0,0,0,0,1,0,7
com.bloodpressure.healtrack,76,42,34,32,0,0,0,0,1,0,9
com.bloodpressure.heartmonitor,107,47,60,37,0,0,0,0,1,0,9
com.bloodpressure.heartmonitor.bloodtracker,116,34,82,18,0,0,0,0,1,0,15
com.bloodpressure.heartmonitor.report,47,16,31,12,0,0,0,0,0,0,4
com.bloodpressure.heartrate.bloodtracker,110,64,46,59,0,0,0,0,1,0,4
com.bloodpressure.heartrate.bloodtracker.heartmonitor,237,128,109,111,0,0,0,0,1,0,16
com.bloodpressure.heartratemonitor.gp.a,69,27,42,17,0,0,0,0,1,0,9
com.bloodpressure.heartratemonitor.pulserate.checker,34,16,18,12,0,0,0,0,1,0,3
com.bloodpressure.hrtracker,38,18,20,15,0,0,0,0,1,0,2
com.bloodpressure.litevers.healthyassitulf,289,192,97,180,0,0,0,0,2,0,10
com.bloodpressure.logdiare.healthratemonitor,200,114,86,100,0,0,0,0,1,0,13
com.bloodpressure.monitor.health.pro,53,26,27,16,0,0,0,0,1,0,9
com.bloodpressure.monitor.heartrate.boodmonitor.bmicalculator,108,29,79,22,0,0,0,0,1,0,6
com.bloodpressure.monitor.tracker,133,83,50,71,0,0,0,0,1,0,11
com.bloodpressure.pressuremonitor.bloodpressuretracker,280,158,122,137,0,0,0,0,3,0,18
com.bloodpressure.pulsediary.applog,185,107,78,93,0,0,0,0,1,0,13
com.bloodpressure.record,237,134,103,123,0,0,0,0,1,0,10
com.bloodpressure.record.checker,58,23,35,18,0,0,0,0,1,0,4
com.bloodpressure.smartbp.bloodpressurecheck.bpmonitor,51,20,31,12,0,0,0,0,1,0,7
com.bloodpressure.tracker,83,25,58,18,0,0,0,0,1,0,6
com.bloodpressure.tracker.app.bpmonitor.bptracker,211,119,92,102,0,0,0,0,1,0,16
com.bloodpressure.tracker.health.dairy,218,143,75,128,0,0,0,0,1,0,14
com.bloodpressure.tracker.modnika,161,105,56,95,0,0,0,0,3,0,7
com.bloodpressure.trackerinfo,232,125,107,112,0,0,0,0,3,0,10
com.bloodpressure.trackerkn,29,12,17,3,0,0,0,0,0,0,9
com.bloodpressure.trackerpro.free,191,109,82,94,0,0,0,0,1,0,14
com.bloodpressure.traking,124,39,85,23,0,0,0,0,1,0,15
com.bloodpressureanalyze.bloodpressurecheckerdiary,69,23,46,16,0,0,0,0,1,0,6
com.bloodpressureap.bloodpressuretracker.heartrate,176,100,76,87,0,0,0,0,1,0,12
com.bloodpressureapp.bloodsugartracking.heartratemonitor,180,99,81,86,0,0,0,0,1,0,12
com.bloodpressureapp.bp.heartrate.pulse.tracker,54,19,35,15,0,0,0,0,1,0,3
